row ID,row m/z,row retention time,blank.mzXML Peak area,33.mzXML Peak area,17.mzXML Peak area,31.mzXML Peak area,28.mzXML Peak area,08.mzXML Peak area,26.mzXML Peak area,32.mzXML Peak area,12.mzXML Peak area,15.mzXML Peak area,25.mzXML Peak area,11.mzXML Peak area,24.mzXML Peak area,20.mzXML Peak area,21.mzXML Peak area,19.mzXML Peak area,27.mzXML Peak area,16.mzXML Peak area,13.mzXML Peak area,30.mzXML Peak area,23.mzXML Peak area,01.mzXML Peak area,10.mzXML Peak area,35.mzXML Peak area,18.mzXML Peak area,14.mzXML Peak area,22.mzXML Peak area,36.mzXML Peak area,02.mzXML Peak area,07.mzXML Peak area,09.mzXML Peak area,03.mzXML Peak area,34.mzXML Peak area,29.mzXML Peak area,04.mzXML Peak area,05.mzXML Peak area,06.mzXML Peak area,
1238,207.0653412294859,6.83346875,0,1413310.9259921822,2.6902783779648423E7,0,0,0,0,1674394.0483710945,0,2863766.706773441,0,0,0,0,0,0,0,0,1.9278114769468725E7,0,0,0,0,0,0,0,0,0,0,2435154.773179685,3801867.398226569,0,0,0,0,826480.1509804678,0,
1239,463.378061957504,16.62198620689655,0,1752313.458480469,2370065.481281294,1397272.1643222773,1993474.8457187442,2863604.3332070266,0,1845151.1599726668,1564756.1935703354,0,391116.416044947,1825860.4025908276,2188399.0913027558,0,0,797962.270207044,1537857.1946894464,4678628.649375002,0,4239396.128527378,0,2783340.957960944,2138005.814117188,2571611.667296867,3190251.5346045676,0,2011875.7815927437,2103081.316253921,4294008.932414075,4429127.813390606,3020283.620093777,4271720.244142553,4543217.927738287,4485238.873406247,4370736.424124996,2307638.1077460935,2489002.3812695295,
1240,457.11470301425624,8.09745238095238,0,1471460.452367191,0,614203.430917966,2281691.7793476437,0,0,1559264.3412490385,0,0,0,0,0,0,0,0,0,0,0,3076261.8989228425,0,0,0,0,0,0,0,0,0,1946606.9146308652,0,0,0,3466789.7035722784,0,0,0,
1241,163.03900988468752,5.698455303030302,0,1599831.3306191405,540959.6257949201,3224395.777160156,6979724.132246095,5.1595500550265715E7,9.155416120617172E7,5913680.836402347,0,3.966614379117184E7,0,0,1879952.5711406227,0,0,2.2439305502226595E7,0,0,4.660050041300766E7,8548264.341140626,4222307.280425779,0,0,3042678.520890639,0,1.6320848124070298E7,0,3730991.593031259,7444922.002890636,0,0,2.090101761868751E7,9981896.814484365,0,7.22312328266253E7,1.4117330844624972E7,6.353827917699998E7,
1242,1033.7313307523734,20.377264705882354,0,3432669.8567968803,0,0,1731130.5957421933,1623163.6503125213,0,2583358.9126953105,3895939.194277299,0,2385303.3982031294,0,0,4668505.6365625,7071851.482617217,6534363.007246055,0,2101409.1957421917,0,638779.2320703098,234736.3341992097,0,0,301688.61939452327,3473230.782285202,0,332428.8925976476,0,0,0,0,1765894.6129296813,135615.39468751452,0,0,0,0,
1243,923.5284012241536,18.984543859649126,0,2939330.859335927,1012592.0846093433,1653403.7557421762,5299711.371015611,5392900.43632811,4166941.8069140674,948484.5670507775,0,5241827.0585156055,3.067077706718759E7,4588732.365468738,3403457.6098437835,0,0,4879153.65398436,0,0,4890630.677500015,4461512.055820305,0,0,3271009.463984363,3206072.9140429697,0,0,3321014.5529687386,0,0,0,0,0,0,0,4594921.8959375415,0,7581270.106367084,
1244,275.20067866579603,13.344370987654319,0,334256.1880585946,2588060.745048822,2623092.2802529302,3032146.2674648454,3045624.566876956,5060167.207316416,0,4298655.845137706,1.236669419707423E7,4940229.809462901,6017233.019404291,0,1.1821262123763682E7,1.0736441992332045E7,9324571.004416011,3733507.960658205,4205271.39431836,1.4369232349593747E7,5621888.468328127,0,0,4638895.874764652,2878543.5821894496,5463770.860137686,4758365.207515643,0,0,1.4665558896587914E7,2631447.9410078106,4985624.252828107,1.5000571302585946E7,3785508.0707343686,5504158.422451168,0,0,0,
1245,901.5467125811259,18.952537037037036,0,1867930.5155078105,1850635.406484399,2143959.57421876,5905001.899609275,5412245.699374934,5811322.725859376,0,0,0,0,5709880.881367214,4125984.4118750347,0,0,0,4624663.731796863,0,4339234.901796886,7280357.177031223,0,0,5043813.303124999,3541866.4786718637,0,6545257.953554665,6479841.124179686,4916702.78445315,0,0,0,0,0,0,6390529.159296821,0,5704770.703203142,
1246,413.0863626122335,7.554466666666667,0,1443616.9487089857,0,1578762.5772509768,0,0,1974152.188896485,2972733.263611331,0,0,0,0,0,2362231.3563515474,2639651.453450187,3286478.7557636807,0,0,0,4019983.4893867015,0,0,0,5121237.062468747,0,0,3865455.819132813,300301.86019922263,1846509.911558592,0,0,1633454.284074219,0,0,0,0,4782735.5419922015,
1247,787.5997270279404,21.169738095238095,0,1495063.0253515448,1753292.5887109486,2070059.2390624725,1.0741741468984207E7,5425217.234648493,3654248.770761731,0,0,0,0,4254664.380956988,6122714.008203225,0,0,0,0,0,0,1.338574214726548E7,0,0,7682035.191796787,1.1318932994336052E7,0,0,1.047841034816412E7,0,0,0,0,0,0,0,2.366215745015628E7,0,4701208.9658983955,
1248,899.5312210605964,19.14394927536232,0,1076864.5975195144,513000.24105467246,0,0,0,0,1740893.8267578352,5989239.089140577,0,4232094.034609393,0,0,9699237.636210967,9481794.99941405,415476.07871092367,5125003.454375041,3256804.78246093,0,0,3255009.772050763,5966352.648828193,0,0,5056095.9045898635,5176420.037578111,206533.35712890042,2815063.741874973,0,8331458.330722623,8791512.17691411,1.209446160042962E7,6521097.976914004,3468033.7206640225,0,4950671.746250023,390071.1010351451,
1249,643.526658621127,19.487814814814815,0,1759380.0975585864,2228857.158457043,0,0,2151303.125273434,0,1903506.9964941435,0,3026544.701406228,0,5217091.420351541,0,1053503.2222265669,1692419.3448828124,1367828.3048046879,0,2156860.8491601697,0,0,0,0,8144316.511484406,2570074.248867197,2471239.7658789027,0,1920380.595078128,1317126.7392773451,0,3737562.3939453135,3187959.35419924,0,1927552.6566015466,0,0,0,0,
1250,411.1992059048693,6.899719696969696,0,1355819.3485937486,3071607.8027890595,2016879.8884863313,3.668459751968751E7,9633302.268621068,4999372.073774422,2891808.126257805,4915176.105990235,8794377.367816407,6302278.549200189,7129751.696457017,1.254668841723828E7,3862770.3532753843,0,1522158.6735429608,9208010.223746087,6983364.067051754,3.0186395871816494E7,7.386776144962499E7,1.0109553143414084E7,4267039.002203124,8266339.26410939,5830282.1428281255,8383950.234589853,2.3728861326019473E7,1.5402572792683618E7,1.4212043831953125E7,0,2.8597725006296787E7,1.4009026918632807E7,0,1.1643994268210934E7,1.174261694579064E8,6053330.200757801,1.8198344810898438E7,1.3062155773060549E7,
1251,901.546518361492,18.84374074074074,0,1742191.9474999947,0,0,2824386.871406225,0,0,0,0,0,7959536.188906255,0,0,0,0,0,0,4043525.911582025,0,0,3411686.6302343695,0,0,0,8908270.855156237,0,0,0,0,0,0,0,7221063.23218754,5699239.720781283,0,4950880.69179685,0,
1252,803.593952716434,18.156045454545453,0,804892.8902734442,779338.8380468795,0,0,8426401.273828022,0,0,0,0,0,0,0,1913821.3260937827,0,1266054.5139062006,0,7073216.392343768,0,0,0,4041064.036249841,0,0,1434121.341484392,1207016.0799218265,0,0,0,7938289.024062393,0,1553434.57328119,0,0,0,0,0,
1253,955.5553888929257,18.85361111111111,0,1099639.5124218932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2802847.064433551,0,0,0,0,0,0,4897470.600468664,0,0,0,0,0,0,0,0,0,0,0,0,
1254,411.19908681948056,7.581082539682541,0,1400049.3740957056,809449.544919924,2045745.873941413,3334681.820910161,745260.1225800763,554736.1803457083,0,0,2946757.2898828117,848029.3982402349,1060431.6299999987,0,0,0,0,0,0,7426591.514726547,4703627.52817185,2353279.605574222,3.127826573432827E7,1826829.0965878945,539589.9841953162,1902691.8685195365,4907955.438839832,1629675.7036718708,0,0,0,0,0,2132658.8757968745,9583132.820382811,2212155.773625003,0,0,
1255,583.4147856712891,16.254602150537636,0,2481978.6595156677,3820304.29408203,3001449.2473281045,2361370.23364456,1.0031296604062477E7,2832467.6685859147,750750.8575898292,6542793.153875002,4737072.865468759,3121897.4813593673,6899417.077499886,3096728.5430625174,6128371.931953227,6229437.96882811,0,3918578.761812514,6961078.121023478,4557796.450203178,4782773.73124223,0,8034715.56081242,7928685.846070373,0,7796651.766593798,2291722.0487031424,3042439.3165859026,0,1.156460257678119E7,1.241339571184375E7,1.2601365675000068E7,1.7996994048437554E7,7492019.979484385,0,8411878.207874967,3546762.551429789,6499187.046374945,
1256,409.1834768425925,8.965777777777777,0,1572955.4039609397,0,1557382.2154287077,0,0,0,2129980.2548330086,0,837765.9917285136,0,0,0,3596627.4627988273,2901278.0505849714,3523648.486824223,0,0,2346716.8702246035,0,0,2338019.1226621103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1257,803.5949706399939,20.245368055555556,0,1019209.4308203188,0,0,0,0,0,5630268.309218785,9042364.182773456,0,4645030.954121081,0,1390695.7345312652,354656.08804686775,2537637.672382824,0,1.2502598203984492E7,8507971.303046927,0,0,5611680.271914061,1.3061614201015582E7,1143793.8796875018,1422202.8328906407,5992521.190312498,2.1495939175624914E7,1955036.3760937364,1.3343636232382786E7,0,1.9763309407656275E7,1.2409372470546871E7,8036079.623124951,1.3463519547656253E7,3.8167953527968846E7,0,2.164100033203126E7,1021469.4579296554,
1258,787.5997184106957,20.923024999999996,0,3310123.6482812758,1714943.8291015704,1542648.332773446,4209251.451953122,0,1316893.7444140525,2501177.2929687467,7974826.018281243,0,3791332.3934765523,0,0,0,0,0,1.2237717690703109E7,9251155.362890529,0,0,5045446.627031187,1.2820378870312557E7,0,0,4411286.761953165,1.4988150019921936E7,0,1.3653027434140591E7,0,2.486041400414054E7,9909900.297343733,0,1.1600892737343714E7,3.537582437398444E7,0,2.081039129414067E7,0,
1259,460.28260385364985,15.541696428571427,0,938581.6219531299,591560.915794922,460537.53043847723,0,0,581006.6034433588,804074.3358144535,0,1499390.8813203115,0,0,0,1680176.3460595617,1315011.1018486363,1363763.4728867142,0,593536.227263679,796120.8173417961,0,0,0,0,0,348081.79530859116,0,0,0,845690.5082011712,0,0,888517.3362968696,0,0,0,0,0,
1260,576.171929274304,7.829400000000001,0,2407378.447289062,2.3254403017519575E7,0,0,0,0,3441585.1558212857,0,0,0,0,0,660105.4222011733,0,0,0,2.2469639529309563E7,0,0,0,0,0,0,7.022353869510166E7,0,0,0,0,0,0,0,0,0,0,0,0,
1261,375.12635746899696,5.759763725490196,0,1170314.7444052703,0,1232116.2562988284,8756907.186728502,7126717.266892579,1750839.0103027378,1499443.1879453075,3234808.922708989,3782471.03725,2258978.5132597634,3751532.334135746,5558268.556382823,2206793.994109375,4064042.6480273386,3423487.980618165,5168811.054180658,0,2521223.5328847663,1.85752413316836E7,4348311.650217779,7539818.421794933,5099648.927086926,9295164.158695303,2600325.393033204,2260898.9929794846,6559268.536458014,8463808.698869128,1739094.5338798782,2.0353438013285093E7,1.2812749405460948E7,1740792.2749990178,1.2700001365730435E7,1.967560141762105E7,7993763.459652304,1.3654994294798745E7,1.3029103214416025E7,
1262,939.5215488457005,19.452714285714283,0,1339829.8162109402,1323086.884511718,0,0,0,797252.3034374974,871189.1578906213,0,0,0,0,0,2419038.576718752,0,0,0,0,0,0,0,0,0,0,1542542.8311914112,0,0,0,3207982.052187526,0,0,0,0,0,0,0,0,
1263,575.1736343908569,7.628286507936508,0,806446.0065234393,0,1428644.6385820291,0,0,0,3094014.2238125014,8785333.254281232,0,1829623.9396386766,1.140834493424219E7,0,0,1640335.4698378951,0,2103276.7708281213,0,1256120.9141054668,1145068.4801328122,1.5511767272179687E7,0,1.0917062073691424E7,8979402.654171886,0,0,9452633.321582038,1.5201014340273436E7,164049.168345706,1464258.4250585898,0,0,7372517.100792968,3139980.572015629,228083.91586914522,9626753.95594142,0,
1264,333.2039047380656,12.617481944444446,0,1217485.0229511675,1074633.9547275396,1477636.4874931618,2128062.549055667,1453910.4185956977,2167151.6527851652,855821.5855625019,1512864.6245605482,4582960.038156233,2218190.522640629,1864098.153724609,1382153.9160957069,4528279.46394336,4075137.402925797,4022469.3014218654,1667110.4495703187,2307371.9533906155,5958086.819593743,4161194.1303124847,1639838.1362158228,699421.6449521477,1664835.0575820343,1758004.611792974,3156147.2738339794,1869648.6925117178,2158406.9820166086,1757134.4311396494,5416998.773957022,1636850.6092880927,2275383.1181210834,5047845.879226541,2089368.1469130903,3777417.858322267,1179250.1615156233,768954.6300722642,1743310.925003911,
1265,803.5949716589695,19.604833333333335,0,1531822.4685156208,1189773.7050000115,0,1.3190470514999866E7,9230297.554140588,0,0,1.2592834017187502E7,1171155.6596679566,0,0,0,4354223.130156267,7599989.405468742,480889.32253904943,0,0,0,1.6466904831249934E7,0,1.4723646390000077E7,0,4514545.177656254,1427219.3214843825,2.371538697671883E7,6079803.235468756,0,0,0,0,1.9475524816328105E7,0,2.4255748301562555E7,2.534577996703123E7,2.076423165859382E7,8075255.246640647,
1266,801.5796292651614,21.200547619047622,0,1249302.3804687366,0,1942488.6875195256,3963605.282831966,1501855.8019531504,0,0,0,0,0,1436895.2851171608,3535437.2245508377,0,0,686366.4848632877,0,0,0,4493446.796171821,0,0,1845124.1223437174,0,0,0,3061046.995312522,254307.1174023564,1065570.8536621004,0,0,0,0,0,1.3320096530546913E7,0,1915306.9244531007,
1267,209.1536952361981,8.070570833333333,0,1305329.6073662038,0,1319089.036668944,2676319.6969121303,0,0,1695819.7111806732,0,0,0,0,0,0,0,0,0,0,0,6733414.378734389,0,1840281.5805976645,0,0,0,0,0,0,0,0,0,1362412.8962695287,0,0,0,0,882141.5588593789,
1268,445.1129501947089,8.266266666666667,0,1025131.7604892572,0,612934.6813691392,0,0,0,2495388.3084472623,0,0,0,0,0,549302.3586709007,0,0,0,0,0,0,0,0,0,0,0,0,626316.1250732417,0,0,0,0,0,0,0,0,1206780.7586093743,2403670.7628935752,
1269,866.5982067262846,15.863808024691359,0,1344167.6043447214,2498014.6807480385,0,0,4558959.973884745,0,1010934.6062636654,0,0,0,479350.44679980946,2579154.542393559,804146.5592812494,0,0,2835278.0099707083,2714940.771834,0,2844472.811312507,2644752.568217788,3237334.1759765637,1476420.7562968822,2006900.1316806648,3636348.0820058794,1039724.754666008,3309135.8264316316,4969994.492124998,4080397.902226597,6609454.4922577925,1.0243941288039073E7,1792748.1626660181,4663277.533523432,2647858.22818556,1.4395744896222623E7,5360966.375210947,2.446595545139053E7,
1270,913.6886810843337,21.14940740740741,0,2777344.1923046736,0,1432528.6710156174,3868847.704667952,4750039.028125028,0,0,0,0,0,0,7489211.578437562,0,0,5379778.050312524,0,0,0,1647976.1731640648,0,0,0,0,0,0,1.3216435420507798E7,0,0,0,0,0,0,0,923112.8253125126,0,0,
1271,379.1001805040498,5.81332037037037,0,1156432.061130859,6408221.547615239,1936743.4610898443,4882975.030754893,9461684.205752937,5328650.637045883,4100202.3372216807,4285171.814921862,5436866.368337872,1531779.9767978538,6897698.004292002,1.2714517113398407E7,1.394614407411034E7,8077194.961431617,1.5413982755967766E7,7710931.058430666,1.0023438152535176E7,1.0741850012604509E7,1.2508946632560518E7,1.720039858433495E7,2231739.9378173845,5881301.115273438,2.5120240296158284E7,3919630.2533525364,1.0743794774924798E7,4.421003349952141E7,1.5577028438364321E7,8103534.5727109425,1.8035668634914115E7,2.9396277430577215E7,9889443.23982325,1.8629869450791992E7,1.5140517118386729E7,9567030.127926761,5394955.276280285,3.2261098452806536E7,
1272,589.4804204955755,19.129966666666668,0,1779695.3573632853,1968562.0487890537,1306144.6309375032,9950410.63207033,7214606.07894531,2267265.2162499935,0,1055310.8294335876,3790914.212070301,0,0,3518492.6101562623,1262610.7927148368,1321063.0443945338,4369824.960390597,1695985.0386523665,0,6471191.884746096,6805912.537578106,2486745.5020898385,1680372.8326953107,0,3348404.226621078,8410530.642460931,937711.5563281411,4775984.895175793,3304584.9519921727,0,0,5789156.109609392,0,0,5992774.5294531,0,2589520.032226584,0,
1273,599.4097746122387,16.508768749999998,0,4277139.968425768,3896030.755957018,2264152.28265236,0,8152560.23154684,2922314.7274121125,0,0,0,0,0,0,0,0,0,3522430.390777363,1865289.7134531583,0,0,0,0,0,1173803.6519218674,1.1145820339750048E7,4850672.521808615,0,0,0,3013151.533085955,4825547.202218784,3607794.552296875,6264943.701773455,0,0,444890.8765351221,4013187.8044374827,
1274,463.157582343772,6.069219047619049,0,961261.6219033212,0,0,0,1074765.4818427747,0,964333.7216083973,952608.5499121094,0,461077.98839746194,894025.75899414,0,0,0,0,834569.7709902357,0,0,0,0,0,1944343.2674169913,732829.9985849586,984302.0520996108,0,0,0,0,4579818.123878901,2861581.708624998,0,456541.38378027314,0,0,0,537290.5528144543,
1275,409.2739215659406,14.078401388888894,0,1334276.745040038,1157509.128792969,1295605.9771748073,593542.1494169895,1698207.2749619165,1153129.2275537108,1550794.0594462843,1775965.1589365308,1392062.623852542,1623710.0275898387,1688286.1738906337,1008562.4379531238,1470468.6106679572,1404453.4531972704,1406784.3211816393,1547942.7197294987,2270980.0341142565,1406353.942156249,1421285.4365830051,1140749.342453127,1120121.4883994167,1631431.9677861307,617259.9723085965,3061568.647360362,1046622.468768556,779576.5860693373,724573.3230253905,2202622.4810859323,2716886.631159159,2299467.698706058,2958283.2675664094,1388296.9926855545,1237306.9246591867,3635572.7635703147,3305527.7882265626,3380166.3237070176,
1276,515.1163804788209,9.396324603174602,0,1635587.0351738327,4384484.771781258,1511890.6276035223,1554053.7366181703,0,5524076.512562507,3891653.382230468,3809995.426113259,254231.14266016023,5181677.92657031,4630272.653114247,1.4194843765281193E7,0,0,1832421.290765615,0,0,1158306.9573476657,2829578.271093753,0,974424.0803994151,4648908.677208986,2.537165574279883E7,0,160570.8871562426,1.866850321806633E7,0,0,0,0,0,0,0,8376900.493748053,0,1.2701688043918008E7,
1277,689.2075905193465,9.33615925925926,0,1056554.7142461005,0,1962394.5018867152,0,0,0,9607736.539023489,3.6586360041414E7,0,1.5034218047425816E7,0,0,5261986.551316454,4240095.947578126,0,1.386284317647078E7,0,0,0,7.910341455323432E7,0,0,0,2653386.4583945293,0,0,6.884970052879722E7,2752230.891710935,1.1593154185181761E7,8597404.103291059,4090010.175749979,5.9654186076078095E7,2.1912960958492324E7,0,9.43769708665777E7,0,
1278,233.08090792556098,7.708259803921568,0,892355.239621091,0,737559.3461357425,0,0,1.9408430879837915E7,5005348.366658202,0,2965497.8271093713,6667775.681671886,2.4102101640615206E7,1.7499843346927743E7,0,0,0,4571602.226710926,0,2000653.282132813,0,0,0,6284247.350453114,2.204592832596878E7,0,0,1.49303288905254E7,0,1044714.7715703129,0,0,0,2422387.951207026,0,0,6072371.935101559,1071289.7012060545,
1279,275.200812837142,12.658857142857142,0,925654.5495956963,869793.9960371123,1326186.2277167893,1727447.7594199253,1346717.3205058582,1718243.871425791,0,0,4210780.837046863,0,1755622.9680292998,0,0,0,3936585.338796865,0,0,4845084.700749991,3981416.8564452995,0,0,1068266.3308261724,1359729.4910351562,0,0,0,0,4933743.93040625,0,0,0,0,0,0,0,0,
1280,329.0653735146972,9.267208333333334,0,1002811.3415214793,0,1087688.944839844,0,0,0,0,0,2.8423432694769423E7,0,0,0,6728741.477250015,4252314.840121091,1.3952139946027331E7,0,754548.3603749983,1.6676760094720662E7,0,0,0,0,0,0,0,0,0,8949326.46266992,0,0,5918726.239917978,0,0,0,0,0,
1281,711.1896690642775,9.336342592592594,0,951004.8641835972,0,1965612.6236875013,0,0,0,5787716.550478551,2.1977106167956974E7,0,8968969.359431667,0,0,2865034.693886737,2492144.312732419,1197791.4738652352,8338093.136826214,0,0,0,4.433356967724996E7,0,0,0,0,0,0,3.802229610337519E7,3380122.920554691,7222988.059625075,5190619.330279328,2178426.2028593495,3.6528642238433585E7,1.349245844730086E7,0,5.0774349301187254E7,0,
1282,600.4162139736908,16.48363974358974,0,629495.7709531075,2455883.7577304384,0,0,3922942.6407968765,0,2634697.39690623,3373518.768257844,3430380.1657344033,2928031.8806562596,2877894.8719061962,2880703.2693750444,3094359.1747031095,1753585.4140312849,1386754.8999921407,3128722.1173437107,3602387.2350313063,3709497.258382805,0,4930417.392929674,1696117.8351562368,0,0,2135569.6259296415,2091682.802265667,1117021.9350781061,1615336.2398437818,4176916.9305000063,0,2490045.906374992,6931317.6002187915,3293633.5782031,0,0,1166114.833070283,0,
1283,565.4041482856836,15.916809848484853,0,745224.6635380911,0,0,625343.5279804686,4150118.160089849,0,0,1647769.0393300818,0,0,2069437.7163984252,0,2536440.399880865,2016062.0092969018,0,1431258.6775546914,2231349.5297421915,0,1275577.8140800656,0,2414387.9539980455,1915260.9998808473,0,2721610.0122109405,0,1263473.334998034,0,6446025.742312537,4672243.804820328,4964705.796832023,9198870.480951156,2503238.1281503993,1399127.214720705,1969865.4321210873,0,1343249.6206230314,
1284,397.07437508455155,4.573518181818181,0,1019228.5656181667,586701.4729121095,567599.3277763663,0,0,0,863252.3830273424,472263.01110449294,0,0,999331.6013046864,0,0,0,0,0,0,0,0,0,0,943676.9352460935,0,0,0,0,348504.6181503912,2887744.052986339,0,0,3056960.794218738,0,0,0,1772234.9299414023,0,
1285,636.5923183035613,16.545774404761907,0,1259844.03850198,1013494.3272558623,657593.5804492119,0,1341024.7746874867,2120116.82628712,2475508.294585947,2096816.440871092,4141500.4952500425,1592039.5553496268,1129484.2234023502,0,782805.2316874955,1805804.9437607448,822495.9574140535,3867436.9977655928,783674.2200419925,2211313.3701425823,785911.42232032,0,1227258.8403086013,0,5980835.180289023,1439711.1926718743,1871319.2514413893,0,0,1085771.8362031041,0,1355927.1790312328,457373.02664453886,0,1004699.1859023421,2519681.940398469,1454583.7270819999,2102467.851390617,
1286,565.4038977760384,16.021934126984128,0,714950.3901992374,0,0,605165.6442714898,3611629.534875068,0,0,1936267.6269218621,0,0,1767126.7866328058,0,1919774.9918046999,1860114.5382343621,0,1082803.106535157,2081582.8373202994,0,1458636.069527351,0,2793196.2855859436,2405098.125531208,0,2460083.98425,0,1357726.9944179947,0,4043140.8821874405,3490229.296609397,4120718.1312109735,5092970.583562473,2476996.6479921867,1157678.4207500143,2666744.86873438,0,0,
1287,357.06076816274356,10.82239074074074,0,1270645.759358397,0,1636933.5180781235,0,0,0,2375869.121531244,0,6754375.692101578,0,0,0,0,0,1.5765174472496064E7,0,2.329623538922074E7,1387404.4047890618,0,0,0,0,0,1.5303235230716793E7,0,0,0,3086331.685405265,0,0,0,0,0,0,0,0,
1288,355.1024229440236,6.675288405797102,0,847867.5046074223,0,675539.7426699188,1178907.0245429678,467517.18095703213,0,1320510.90610254,810797.5033164062,1009587.5766406208,0,1038243.1558398409,5592671.629255872,0,0,0,0,0,1877419.2648339835,2851325.359040033,5608375.274029289,2568161.174261722,1172386.8459853525,4329237.67223831,0,1811928.7853261726,7125599.348441428,6607816.058267572,0,1168112.7543964875,1673220.6470996097,0,5554803.448848618,2866932.633783214,0,5124962.072870106,0,
1289,249.1098881284587,6.9055625,0,1239236.6984589829,0,0,0,0,2865637.713429685,0,0,1.928988485696585E7,0,0,0,1266579.5872148422,0,4572992.66276562,0,0,2.072708045882911E7,0,0,0,0,0,775098.9394775388,0,0,0,0,0,0,0,0,0,0,294713.929505861,0,
1290,471.0902763019379,10.319473333333335,0,1616596.4473261677,818882.8133730472,2061163.183892579,0,0,0,1490955.761863274,0,4257650.34978126,0,0,0,3814093.1900498,2923965.160583988,1.0761519814335946E7,0,0,0,0,0,0,0,0,0,0,0,0,2027121.0387988216,0,0,1590649.6381933626,0,0,0,0,0,
1291,261.2213919141455,15.997143589743594,0,1487406.450541022,897734.1534374842,1330251.8143886859,0,0,1126436.8792870855,0,2431438.173966818,4430190.8941875575,1421870.3297587866,0,552089.018926757,6594883.614302739,5384719.734879863,3509485.241339893,751087.7812460982,1986988.63740038,2641696.4705702933,731247.7782246114,751716.2738886693,0,0,583547.193900389,2557744.3663398405,1849682.6016376857,584032.0665585937,0,0,0,0,6240251.862765677,1589444.199996099,384657.5869765624,847466.0849336046,803579.6922812508,780893.1768554798,
1292,561.1604414939759,9.749184444444442,0,897109.1102402384,0,1518546.0413886684,1.4353192070514578E7,0,2080930.4760361258,968083.0124589789,0,3.6693514753918606E8,3293742.2888437323,0,0,1185806.2268984318,0,1498764.1339121102,0,0,3.467455320735332E8,1.9590803885516603E7,0,0,0,0,0,2.7292159293143827E8,0,0,1.8777634105578043E7,0,0,1.6028418724671772E7,0,2.589710402741012E7,0,0,0,
1293,575.1739731410523,7.901085714285714,0,1219045.2362158184,0,1829268.6932724644,0,0,0,0,5515570.969359349,0,0,9960687.821718775,0,0,0,0,0,0,813099.7969921874,1901953.7151406265,2172363.7868417897,0,9540980.190812483,3995238.4162734216,0,0,1278204.8109023527,0,0,1876826.8712822255,0,0,0,1574110.977177741,4308286.278765632,2669420.6919570225,0,
1294,249.11234913631012,8.524988095238095,0,1006077.7230322307,0,1075860.057220704,0,0,0,0,0,0,0,0,1531604.1201552732,0,0,0,0,0,0,0,0,0,0,0,1056363.1716298838,0,0,0,1191544.7300302682,7020178.678851596,0,768556.9258349651,0,0,0,0,0,
1295,565.4040757432131,16.166922500000005,0,1419910.2534336022,0,0,900519.3096718849,2860954.8487656144,0,0,0,0,0,3334618.8982812366,0,2494868.6038906393,2513333.1295468966,0,1517283.9963085796,5088737.006429695,0,1135291.2361015673,0,2236009.0580155905,2019684.5233437752,0,4872254.251578144,0,997974.808976549,0,0,3889539.4916718327,4199273.187453071,5870628.857734258,2262806.7307890784,1732725.395417955,2896764.2169453287,0,2760072.1391874827,
1296,591.2050611406551,8.013773333333333,0,839417.3365537083,0,533277.3920156276,0,0,0,0,0,0,0,827685.507425778,0,0,1970178.498535159,2656194.9217129047,0,0,0,0,0,7863656.767039045,0,2230595.0204785173,0,0,0,2303481.1893828195,0,413484.3971552714,646708.7594873067,0,1219037.72494727,2514280.2729804683,3772431.245292974,7807772.817286143,8531644.922527397,
1297,379.10019654427003,5.275887356321839,0,887036.5805556643,1051652.986662108,742950.954881838,2625231.280838868,3216445.1613164064,722999.4596445265,1615386.705273435,5312815.110983417,1625247.5604130866,1217209.057001951,8767699.875257812,1685017.637414064,0,0,0,2506404.425816409,2563873.4595166086,2975607.826199221,5470723.873276356,1323292.1250458965,0,4819916.1223779265,3047081.758394529,3337512.41871094,1763082.6328730467,2796496.807455079,2940460.702300785,5886050.621984373,4129243.6005195333,7459337.891863273,7781997.380199231,2015771.0023359365,6488631.087699243,0,0,0,
1298,583.4148394225815,14.182416145833335,0,2615877.700302729,2345343.692767583,2754146.253271482,3093911.280976556,7236191.967666023,2365790.029849608,1816852.3126328113,1579401.87595313,3003079.191007817,2713807.396140624,2737228.4848564556,2454917.7489248,2990218.0703085866,2697304.5423027356,4781922.731962882,1810571.0641630872,4314145.866875986,2536127.1401054654,1955108.0139570239,3215980.0607597656,4231617.466140624,2602882.941006841,0,5611832.826613276,1481369.5573183594,2712247.6090878914,1535785.8742500022,5688488.065179693,4914697.696551753,4669145.8336425815,4673934.909896489,2769726.653761712,632572.8910097663,0,0,0,
1299,905.5186564134484,19.58326470588236,0,1140750.4797656147,1138598.775078118,984963.8078906123,1150590.1416992217,2473628.0789843854,884033.0673242147,1129023.3297656144,1670606.266123046,1862317.6328125,956860.9807031244,1757460.8615234185,1252555.2832617078,2053384.3134961177,1952159.278710932,1394863.3928906207,446141.4457812525,1254186.708496086,1116473.7797461012,515140.11070313054,1524998.0588085994,1471141.2094726374,1348159.9068359477,0,2344536.1996875037,1578535.2049804593,0,433497.85322265595,2345946.2508984385,2500822.443789047,2868115.406738261,3052769.451230486,2318971.790507825,564194.4420703169,668106.6833789139,534865.3172167935,1573167.7619140616,
