formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C28H46O3,[M + Na]+,C28H46NaO3+,Terpenoids,0.998,Triterpenoids,0.879,"Lanostane, Tirucallane and Euphane triterpenoids",0.767,Lipids and lipid-like molecules,0.994,Prenol lipids,0.787,Triterpenoids,0.631,,,Triterpenoids,0.631,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Steroid acids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,453.336,886,14.761,766934967938519554,766798238862177520,766798238862177519,3953,
1,C33H55NO4,[M + H]+,C33H56NO4+,Alkaloids,0.801,Pseudoalkaloids (transamidation),0.725,Steroidal alkaloids,0.336,Lipids and lipid-like molecules,0.802,,,,,,,Lipids and lipid-like molecules,0.802,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,530.421,886,14.771,766934532502650574,766798237398365094,766798237398365093,3887,
1,C40H75N6O10PS,[M + H]+,C40H76N6O10PS+,Fatty acids,1.000,Fatty esters,0.969,Fatty acyl CoAs,0.981,Lipids and lipid-like molecules,0.997,Fatty Acyls,0.998,Fatty acyl thioesters,0.951,Acyl CoAs,0.914,Long-chain fatty acyl CoAs,0.597,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Purine ribonucleoside bisphosphates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Organic oxoanionic compounds; Carboxylic acid amides; Acyl CoAs; Carboxylic acid derivatives; N-acyl amines; Thiocarboxylic acids and derivatives; Coenzyme A and derivatives; Thioesters; Aminopyrimidines and derivatives; Diazines; Pentoses; Purine nucleotides; Monosaccharides; Monosaccharide phosphates; Purine ribonucleotides; Purine ribonucleoside diphosphates; Long-chain fatty acyl CoAs; Secondary alcohols; Secondary carboxylic acid amides; Imidazopyrimidines; Organic pyrophosphates; Carbonyl compounds; Beta amino acids and derivatives; Glycosyl compounds; Glycosylamines; Purine ribonucleoside 3',5'-bisphosphates; Pentose phosphates; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; 2,3,4-saturated fatty acyl CoAs; Sulfenyl compounds; Fatty acyl thioesters; Alkyl phosphates; Monoalkyl phosphates; Carbothioic S-esters; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Ribonucleoside 3'-phosphates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",863.510,887,14.783,766934084248988460,766798228082813860,766798228082813859,3467,
1,C33H59NO7,[M + H]+,C33H60NO7+,Alkaloids,0.400,Pseudoalkaloids (transamidation),0.927,Terpenoid alkaloids,0.244,Lipids and lipid-like molecules,0.898,Fatty Acyls,0.699,Fatty acid esters,0.635,,,Fatty acid esters,0.635,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,582.436,887,14.788,766934287089726399,766798237352227740,766798237352227739,3885,
1,C24H47N3O5,[M + H]+,C24H48N3O5+,Fatty acids,0.954,Fatty amides,0.356,N-acyl amines,0.172,Organic acids and derivatives,0.990,Carboxylic acids and derivatives,0.972,"Amino acids, peptides, and analogues",0.673,Amino acids and derivatives,0.645,N-acyl-alpha amino acids and derivatives,0.563,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",458.362,889,14.824,766934290403226701,766798243001956478,766798243001956477,4135,
1,C33H57NO5,[M + H]+,C33H58NO5+,Alkaloids,0.317,Macrolides,0.464,Open-chain polyketides,0.081,Lipids and lipid-like molecules,0.489,Prenol lipids,0.523,,,,,Prenol lipids,0.523,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperidines; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Trialkylamines; Amines; Organic cations; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,548.431,890,14.839,766934075080239391,766798236307845824,766798236307845823,3840,
1,C33H55NO8,[M + H]+,C33H56NO8+,Alkaloids,0.406,Pseudoalkaloids (transamidation),0.687,Steroidal alkaloids,0.349,Lipids and lipid-like molecules,0.811,Steroids and steroid derivatives,0.509,,,,,Steroids and steroid derivatives,0.509,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,594.400,890,14.841,766934077148031534,766798238207865951,766798238207865950,3924,
1,C32H55NO5,[M + H]+,C32H56NO5+,Alkaloids,0.454,Pseudoalkaloids (transamidation),0.333,Steroidal alkaloids,0.301,Lipids and lipid-like molecules,0.550,,,,,,,Lipids and lipid-like molecules,0.550,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Organic cations; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,534.416,891,14.852,766934081141009080,766798238543410346,766798238543410345,3939,
1,C40H57N3O8,[M + H]+,C40H58N3O8+,Amino acids and Peptides,0.291,Macrolides,0.318,Open-chain polyketides,0.227,Organic oxygen compounds,0.999,Organooxygen compounds,0.998,Carbohydrates and carbohydrate conjugates,0.696,Glycosyl compounds,0.683,Glycosyl compounds,0.683,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,708.416,893,14.891,766934273512763637,766798202677909072,766798202677909071,2349,
1,C21H34O3,[M + H]+,C21H35O3+,Fatty acids,0.999,Glycerolipids,0.910,Monoacylglycerols,0.723,Lipids and lipid-like molecules,0.987,Fatty Acyls,0.950,Fatty acid esters,0.915,Glycidol esters,0.871,Glycidol esters,0.871,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Epoxides; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Glycidol esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,335.258,894,14.893,766934360997558034,766798206444394869,766798206444394868,2515,
1,C21H36O4,[M + H]+,C21H37O4+,Fatty acids,0.999,Glycerolipids,0.970,Monoacylglycerols,0.977,Lipids and lipid-like molecules,0.998,Fatty Acyls,0.977,Lineolic acids and derivatives,0.676,,,Lineolic acids and derivatives,0.676,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",353.268,894,14.902,766934252444774141,766798154728616384,766798154728616383,438,
1,C37H61N5O10,[M + H]+,C37H62N5O10+,Amino acids and Peptides,0.755,Oligopeptides,0.886,Open-chain polyketides,0.275,Organic acids and derivatives,0.992,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.885,Peptides,0.552,Peptides,0.552,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",736.447,894,14.905,766934088208411538,766798173984669413,766798173984669412,1126,
1,C28H57N3O6,[M + H]+,C28H58N3O6+,Amino acids and Peptides,0.696,Oligopeptides,0.499,Erythromycins,0.673,Organic acids and derivatives,0.972,Carboxylic acids and derivatives,0.937,"Amino acids, peptides, and analogues",0.568,Amino acids and derivatives,0.552,Amino acids and derivatives,0.552,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Macrolides and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",532.436,894,14.905,766934375962835200,766798239151584561,766798239151584560,3966,
1,C18H28O,[M + H]+,C18H29O+,Fatty acids,0.796,Fatty acyls,0.673,Fatty aldehydes,0.285,Lipids and lipid-like molecules,0.732,,,,,,,Lipids and lipid-like molecules,0.732,Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,261.221,895,14.909,766934148799327553,766798167890344536,766798167890344535,893,
1,C33H53NO8,[M + H]+,C33H54NO8+,Polyketides,0.942,Macrolides,0.972,Avermectins,0.231,Organic acids and derivatives,0.964,Carboxylic acids and derivatives,0.952,"Amino acids, peptides, and analogues",0.592,Amino acids and derivatives,0.592,Amino acids and derivatives,0.592,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",592.384,896,14.929,766934187634388433,766798243534633206,766798243534633205,4159,
1,C39H58O6,[M + H]+,C39H59O6+,Terpenoids,0.981,Steroids,0.312,Ergostane steroids,0.279,Lipids and lipid-like molecules,0.966,Steroids and steroid derivatives,0.598,,,,,Steroids and steroid derivatives,0.598,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,623.431,896,14.941,766934251165511330,766798203529352969,766798203529352968,2387,
1,C42H70N2O15,[M + H]+,C42H71N2O15+,Polyketides,0.858,Macrolides,0.976,Erythromycins,0.569,Organic oxygen compounds,0.999,Organooxygen compounds,0.998,Carbohydrates and carbohydrate conjugates,0.940,Aminosaccharides,0.880,Aminoglycosides,0.721,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Alkanolamines; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",843.486,897,14.942,766934390634511110,766798233820622987,766798233820622986,3725,
1,C32H53NO8,[M + H]+,C32H54NO8+,Alkaloids,0.427,Pseudoalkaloids (transamidation),0.689,Steroidal alkaloids,0.647,Lipids and lipid-like molecules,0.773,Steroids and steroid derivatives,0.591,Steroidal alkaloids,0.562,,,Steroidal alkaloids,0.562,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Piperidines; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Steroidal alkaloids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",580.385,897,14.944,766934266734768148,766798243597547781,766798243597547780,4162,
1,C32H57NO7,[M + Na]+,C32H57NNaO7+,Fatty acids,1.000,Spingolipids,0.985,Neutral glycosphingolipids,0.742,Lipids and lipid-like molecules,0.978,Fatty Acyls,0.983,Fatty acid esters,0.866,,,Fatty acid esters,0.866,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,590.405,897,14.958,766934260309094368,766798241416509221,766798241416509220,4066,
1,C50H95NO8,[M + K]+,C50H95KNO8+,Fatty acids,1.000,Spingolipids,0.999,Neutral glycosphingolipids,0.896,Lipids and lipid-like molecules,0.950,Sphingolipids,0.809,Glycosphingolipids,0.679,Neutral glycosphingolipids,0.660,Glycosyl-N-acylsphingosines,0.651,Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Neutral glycosphingolipids; Simple glycosylceramides; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Glycosphingolipids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,876.661,898,14.971,766934699561780462,766798143081032706,766798143081032705,147,
1,C26H48NO7P,[M + H]+,C26H49NO7P+,Fatty acids,1.000,Glycerophospholipids,1.000,Glycerophosphocholines,0.998,Lipids and lipid-like molecules,0.991,Glycerophospholipids,0.998,Glycerophosphocholines,0.997,Lysophosphatidylcholines,0.990,1-acyl-sn-glycero-3-phosphocholines,0.973,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,518.324,898,14.974,766934267422634049,766798155399705119,766798155399705118,457,
1,C15H22O,[M + H]+,C15H23O+,Terpenoids,0.994,Sesquiterpenoids,0.934,Humulane sesquiterpenoids,0.129,Lipids and lipid-like molecules,0.835,Prenol lipids,0.825,Sesquiterpenoids,0.629,,,Sesquiterpenoids,0.629,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,219.174,899,14.984,766934270375424116,766798226690304632,766798226690304631,3407,
1,C32H55NO5,[M + H]+,C32H56NO5+,Alkaloids,0.210,Pseudoalkaloids (transamidation),0.162,Open-chain polyketides,0.103,Lipids and lipid-like molecules,0.587,,,,,,,Lipids and lipid-like molecules,0.587,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Trialkylamines; Amines; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,534.416,899,14.984,766934272271249614,766798236005855866,766798236005855865,3826,
1,C30H48O5,[M + Na]+,C30H48NaO5+,Terpenoids,0.984,Triterpenoids,0.774,"Lanostane, Tirucallane and Euphane triterpenoids",0.321,Lipids and lipid-like molecules,0.958,Prenol lipids,0.876,Triterpenoids,0.623,,,Triterpenoids,0.623,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,511.340,899,14.984,766934284875133624,766798237926847518,766798237926847517,3911,
1,C33H57NO5,[M + H]+,C33H58NO5+,Alkaloids,0.375,Macrolides,0.249,Isoquinoline alkaloids,0.085,Lipids and lipid-like molecules,0.564,Prenol lipids,0.511,,,,,Prenol lipids,0.511,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Piperidines; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,548.431,899,14.987,766934288507401231,766798235825500754,766798235825500753,3818,
1,C35H40N6O5,[M + H]+,C35H41N6O5+,Alkaloids,0.918,Tryptophan alkaloids,0.026,Pyrrole alkaloids,0.018,Organoheterocyclic compounds,0.998,Tetrapyrroles and derivatives,1.000,Porphyrins,0.724,,,Porphyrins,0.724,Organic compounds; Organoheterocyclic compounds; Pyrroles; Porphyrins; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,625.319,900,14.998,766934779681376545,766798210768723228,766798210768723227,2707,
1,C18H30N2O6,[M + H]+,C18H31N2O6+,Amino acids and Peptides,0.807,Small peptides,0.673,Dipeptides,0.255,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.991,"Amino acids, peptides, and analogues",0.935,Amino acids and derivatives,0.933,Carbamate esters,0.767,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carbamate esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",371.219,901,15.008,766934704464922175,766798204158498709,766798204158498708,2415,
1,C33H53NO6,[M + H]+,C33H54NO6+,Polyketides,0.701,Linear polyketides,0.895,Open-chain polyketides,0.865,Lipids and lipid-like molecules,0.563,,,,,,,Lipids and lipid-like molecules,0.563,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,560.395,901,15.015,766934296493356407,766798239306773844,766798239306773843,3973,
1,C25H43NO5,[M + H]+,C25H44NO5+,Fatty acids,0.913,Fatty esters,0.589,Fatty acyl carnitines,0.653,Lipids and lipid-like molecules,0.771,Fatty Acyls,0.611,Fatty acid esters,0.569,,,Fatty acid esters,0.569,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,438.321,902,15.030,766934298397570558,766798240976107201,766798240976107200,4046,
1,C27H49N,[M + H]+,C27H50N+,Alkaloids,0.984,Nicotinic acid alkaloids,0.788,Pyridine alkaloids,0.787,Benzenoids,1.000,Benzene and substituted derivatives,1.000,Phenylmethylamines,0.980,,,Phenylmethylamines,0.980,Organic compounds; Phenylmethylamines; Organonitrogen compounds; Quaternary ammonium salts; Benzene and substituted derivatives; Benzenoids; Amines; Benzylamines; Organic cations; Organic salts; Aralkylamines; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,388.394,903,15.043,766934705219896958,766798190585728060,766798190585728059,1821,
1,C33H41NO6,[M + H]+,C33H42NO6+,Polyketides,0.477,Macrolides,0.714,Isoquinoline alkaloids,0.227,Benzenoids,0.878,Phenols,0.593,,,,,Phenols,0.593,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,548.301,903,15.045,766934361089832752,766798169488374660,766798169488374659,956,
