SampleID,Host.genus,Species_final_nov24,Native.status,Native.status.fine,Otu,occurence,Phylum,Class,Order,Family,Genus,Database,likelihood.weight
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu400,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.999925246
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu169,1,Ascomycota,Dothideomycetes,Mycosphaerellales,Neodevriesiaceae,Neodevriesiaceae_gen_Incertae_sedis,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu412,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144756,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu412,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu412,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu83,1,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Tbas,1
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu385,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.999975868
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu428,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu428,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu533,1,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Chrysozyma,Unite,NA
144756,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu157,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu408,4,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu551,1,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu56,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144756,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu56,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu56,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu388,1,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Bionectriaceae_gen_Incertae_sedis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu388,1,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Bionectriaceae_gen_Incertae_sedis,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu167,1,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia,Unite,NA
144778,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu737,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu794,1,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,1
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu761,1,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaetaceae_gen_Incertae_sedis,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu761,3,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaetaceae_gen_Incertae_sedis,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu69,2,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,0.981833719
144756,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu100,2,Basidiomycota,Agaricomycetes,Russulales,Russulales_fam_Incertae_sedis,Russulales_gen_Incertae_sedis,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu100,1,Basidiomycota,Agaricomycetes,Russulales,Russulales_fam_Incertae_sedis,Russulales_gen_Incertae_sedis,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu13,398,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144758,Setaria,Setaria.parviflora,Native,Native,Otu13,53,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu13,5,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu65,2,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Macalpinomyces,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu801,2,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Leucoglossum,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu54,2,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144759,Setaria,Setaria.parviflora,Native,Native,Otu54,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu54,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu54,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu392,2,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu368,3,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu208,1,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,0.99554507
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu752,1,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu158,1,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Magnusiomyces,Tbas,0.993458711
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu230,2,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu919,1,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu944,1,Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontiaceae,Kneiffiella,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu804,2,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.999865601
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu790,2,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Graphilbum,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu864,2,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu864,3,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Unite,NA
144761,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu248,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma,Unite,NA
144758,Setaria,Setaria.parviflora,Native,Native,Otu870,115,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.981903729
144758,Setaria,Setaria.parviflora,Native,Native,Otu144,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu144,7,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu144,5,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu25,3,Microsporidia,Microsporidia incertae sedis,.,.,Antonospora,Tbas,1
144760,Setaria,Setaria.parviflora,Native,Native,Otu25,2,Microsporidia,Microsporidia incertae sedis,.,.,Antonospora,Tbas,1
144758,Setaria,Setaria.parviflora,Native,Native,Otu415,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu415,3,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu415,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu375,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu923,2,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu923,5,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144758,Setaria,Setaria.parviflora,Native,Native,Otu153,1,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Tbas,0.999966564
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu153,1,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Tbas,0.999966564
144758,Setaria,Setaria.parviflora,Native,Native,Otu44,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu44,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu44,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu53,384,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.986321687
144758,Setaria,Setaria.parviflora,Native,Native,Otu410,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu410,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu410,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144758,Setaria,Setaria.parviflora,Native,Native,Otu365,3,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu426,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu426,3,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu956,1,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu430,17,Ascomycota,Dothideomycetes,Pleosporales,Tetraplosphaeriaceae,Tetraploa,Unite,NA
144758,Setaria,Setaria.parviflora,Native,Native,Otu404,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu404,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu189,8,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144760,Setaria,Setaria.parviflora,Native,Native,Otu242,2,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu867,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Tbas,0.999617236
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu867,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,Tbas,0.999617236
144759,Setaria,Setaria.parviflora,Native,Native,Otu109,2,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu377,11,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu377,2,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu377,3,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu788,1,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu168,2,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Sarocladium,Tbas,1
144759,Setaria,Setaria.parviflora,Native,Native,Otu198,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu824,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu206,2,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu340,2,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144759,Setaria,Setaria.parviflora,Native,Native,Otu111,1,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_gen_Incertae_sedis,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu399,1,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu399,1,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu146,2,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Unite,NA
144769,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu146,1,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu80,1,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu825,6,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu16,4,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu378,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu873,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144770,Eragrostis,Eragrostis.lugens,Native,Native,Otu873,1,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144771,Eragrostis,Eragrostis.lugens,Native,Native,Otu873,2,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144772,Eragrostis,Eragrostis.lugens,Native,Native,Otu873,2,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144761,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu803,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu837,2,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,Unite,NA
144761,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu925,1,Microsporidia,Microsporidia incertae sedis,.,.,Antonospora,Tbas,1
144763,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu925,1,Microsporidia,Microsporidia incertae sedis,.,.,Antonospora,Tbas,1
144761,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu429,1,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999983837
144763,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu429,1,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999983837
144761,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu224,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeoseptoriella,Tbas,0.999999991
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu224,2,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeoseptoriella,Tbas,0.999999991
144761,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu795,1,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Unite,NA
144762,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu395,1,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,Unite,NA
144770,Eragrostis,Eragrostis.lugens,Native,Native,Otu129,1,Basidiomycota,Agaricomycetes,Polyporales,Polyporales_fam_Incertae_sedis,Polyporales_gen_Incertae_sedis,Unite,NA
144763,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu366,1,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu17,3,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.977156657
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu17,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.977156657
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu17,4,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.977156657
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu67,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.956537726
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu67,1,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.956537726
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu216,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.982530237
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu436,2,Basidiomycota,Exobasidiomycetes,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu34,2,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu34,7,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu34,2,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu369,1,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu396,1,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu372,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.976667011
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu372,5,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.976667011
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu295,5,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999332029
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu295,2,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,Morchella,Tbas,0.999332029
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu234,4,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu234,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu421,3,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu421,2,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu421,15,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu421,2,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu421,11,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu421,4,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu75,3,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.980085039
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu183,4,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu262,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu872,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu194,1,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.973108912
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu194,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.973108912
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu170,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu51,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu269,3,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu123,2,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.970125003
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu123,9,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.970125003
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu220,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu220,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu220,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu71,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu71,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu101,1,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Muyocopron,Unite,NA
144778,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu101,1,Ascomycota,Dothideomycetes,Muyocopronales,Muyocopronaceae,Muyocopron,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu117,1,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu195,2,Basidiomycota,Exobasidiomycetes,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu233,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu233,1,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu50,2,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.999751378
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu50,1,Choanozoa,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,Tbas,0.999751378
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu121,4,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.977933983
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu205,1,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.979911452
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu27,4,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu27,2,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
